invoice_id,customer_id,amount,avg_delay,median_delay,std_delay,invoice_count,payment_delay_days,invoice_date
AR0086,C043,205429,4.055555555555555,4.5,1.109966730938747,18,5,2025-02-22
AR0505,C021,61979,0.3333333333333333,0.0,1.4960264830861911,15,0,2025-02-22
AR0368,C023,322995,16.76923076923077,15.0,8.603815492305785,13,27,2025-02-23
AR0240,C043,469699,4.055555555555555,4.5,1.109966730938747,18,3,2025-02-23
AR0124,C049,428116,3.5625,3.5,1.2093386622447824,16,5,2025-02-24
AR0015,C033,476402,11.071428571428571,11.0,2.84102597162162,14,12,2025-02-24
AR0295,C031,144364,17.642857142857142,18.5,7.088529660462227,14,19,2025-02-24
AR0404,C028,147567,10.7,11.0,1.9465068427541912,10,14,2025-02-24
AR0091,C045,220562,-0.0526315789473684,0.0,1.223550580642996,19,-2,2025-02-25
AR0370,C015,203560,-0.5,-1.0,1.5055453054181618,16,2,2025-02-25
AR0592,C044,238387,0.4285714285714285,0.5,1.5045717874984443,14,2,2025-02-26
AR0340,C012,366584,-0.75,-1.0,1.2154310870109943,12,-2,2025-02-26
AR0636,C013,193373,4.25,4.5,0.8660254037844386,12,3,2025-02-27
AR0682,C047,36891,12.285714285714286,12.0,2.2168188275738085,21,14,2025-02-27
AR0081,C001,59449,-0.5454545454545454,-1.0,1.2933395813657265,11,-1,2025-02-27
AR0344,C034,410943,11.090909090909092,11.0,2.1191765124474857,11,9,2025-02-28
AR0401,C019,232353,13.941176470588236,16.0,13.320428804261962,17,-4,2025-02-28
AR0520,C016,33586,3.6875,4.0,1.01447851956888,16,3,2025-02-28
AR0224,C028,305507,10.7,11.0,1.9465068427541912,10,11,2025-02-28
AR0371,C024,419824,11.105263157894736,11.0,2.5580968803238875,19,12,2025-02-28
AR0098,C002,551793,0.5454545454545454,0.0,1.5075567228888185,11,0,2025-03-01
AR0650,C045,408098,-0.0526315789473684,0.0,1.223550580642996,19,0,2025-03-02
AR0196,C021,470905,0.3333333333333333,0.0,1.4960264830861911,15,2,2025-03-03
AR0612,C019,368767,13.941176470588236,16.0,13.320428804261962,17,29,2025-03-04
AR0228,C029,305591,0.0625,0.0,1.2893796958227628,16,0,2025-03-05
AR0353,C005,188815,3.1739130434782608,3.0,1.1928641587313162,23,4,2025-03-06
AR0203,C045,407591,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-03-06
AR0537,C005,214144,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-03-06
AR0539,C023,552348,16.76923076923077,15.0,8.603815492305785,13,30,2025-03-07
AR0305,C047,77343,12.285714285714286,12.0,2.2168188275738085,21,12,2025-03-09
AR0664,C030,332452,0.2857142857142857,1.0,1.3469542361512192,21,1,2025-03-09
AR0249,C036,196661,0.3333333333333333,1.0,1.5430334996209192,15,1,2025-03-09
AR0574,C028,555059,10.7,11.0,1.9465068427541912,10,12,2025-03-10
AR0672,C012,484741,-0.75,-1.0,1.2154310870109943,12,1,2025-03-11
AR0392,C050,483735,-0.4,-1.0,1.5491933384829668,15,0,2025-03-12
AR0518,C037,342227,12.357142857142858,12.0,11.76439964048735,14,18,2025-03-12
AR0471,C045,480528,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-03-13
AR0531,C013,165734,4.25,4.5,0.8660254037844386,12,5,2025-03-13
AR0378,C005,469753,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-03-14
AR0480,C016,198616,3.6875,4.0,1.01447851956888,16,5,2025-03-15
AR0272,C001,270187,-0.5454545454545454,-1.0,1.2933395813657265,11,-1,2025-03-15
AR0512,C002,534689,0.5454545454545454,0.0,1.5075567228888185,11,2,2025-03-15
AR0339,C018,101375,3.4,3.0,1.07496769977314,10,4,2025-03-16
AR0614,C050,198121,-0.4,-1.0,1.5491933384829668,15,-2,2025-03-16
AR0338,C022,498497,3.6666666666666665,3.5,1.1547005383792517,12,2,2025-03-17
AR0696,C027,203811,4.0,4.5,1.1094003924504583,14,5,2025-03-18
AR0225,C042,570709,11.866666666666667,12.0,2.3864697976798483,15,12,2025-03-18
AR0660,C035,122203,11.727272727272728,12.0,1.902151891459201,11,13,2025-03-18
AR0209,C010,512062,0.2222222222222222,1.0,1.3017082793177757,9,2,2025-03-18
AR0600,C027,271986,4.0,4.5,1.1094003924504583,14,3,2025-03-19
AR0160,C040,166825,-0.4736842105263157,-1.0,1.4286131990551607,19,-1,2025-03-20
AR0450,C025,120823,12.1875,12.0,2.1975364995072697,16,10,2025-03-20
AR0175,C046,285568,3.4545454545454546,4.0,0.9341987329938276,11,3,2025-03-20
AR0361,C024,437105,11.105263157894736,11.0,2.5580968803238875,19,15,2025-03-20
AR0516,C039,432427,17.555555555555557,19.0,6.064468466220084,9,23,2025-03-20
AR0369,C014,418965,4.0,4.0,0.6324555320336759,6,5,2025-03-21
AR0681,C023,189196,16.76923076923077,15.0,8.603815492305785,13,7,2025-03-21
AR0087,C040,165735,-0.4736842105263157,-1.0,1.4286131990551607,19,-1,2025-03-21
AR0326,C038,556842,0.0625,0.0,1.4818344486930155,16,1,2025-03-21
AR0383,C004,117907,3.333333333333333,3.5,1.3026778945578592,12,2,2025-03-21
AR0446,C009,69524,16.08,18.0,11.269131880199703,25,13,2025-03-21
AR0252,C046,210360,3.4545454545454546,4.0,0.9341987329938276,11,2,2025-03-23
AR0649,C020,267438,11.133333333333333,12.0,2.065591117977289,15,12,2025-03-23
AR0567,C013,323419,4.25,4.5,0.8660254037844386,12,5,2025-03-23
AR0543,C011,217542,0.2727272727272727,1.0,1.5550504230351565,11,-1,2025-03-24
AR0164,C050,210533,-0.4,-1.0,1.5491933384829668,15,-2,2025-03-25
AR0048,C004,251494,3.333333333333333,3.5,1.3026778945578592,12,2,2025-03-26
AR0148,C047,529767,12.285714285714286,12.0,2.2168188275738085,21,15,2025-03-26
AR0281,C029,441434,0.0625,0.0,1.2893796958227628,16,0,2025-03-27
AR0402,C021,506141,0.3333333333333333,0.0,1.4960264830861911,15,2,2025-03-29
AR0605,C021,300145,0.3333333333333333,0.0,1.4960264830861911,15,2,2025-03-30
AR0412,C013,386204,4.25,4.5,0.8660254037844386,12,3,2025-03-30
AR0218,C016,355812,3.6875,4.0,1.01447851956888,16,2,2025-03-30
AR0286,C011,70612,0.2727272727272727,1.0,1.5550504230351565,11,2,2025-03-31
AR0111,C044,394113,0.4285714285714285,0.5,1.5045717874984443,14,2,2025-03-31
AR0125,C015,441585,-0.5,-1.0,1.5055453054181618,16,2,2025-04-01
AR0200,C024,178475,11.105263157894736,11.0,2.5580968803238875,19,8,2025-04-02
AR0504,C039,305985,17.555555555555557,19.0,6.064468466220084,9,13,2025-04-03
AR0375,C002,163272,0.5454545454545454,0.0,1.5075567228888185,11,0,2025-04-03
AR0444,C020,132298,11.133333333333333,12.0,2.065591117977289,15,13,2025-04-03
AR0237,C018,326881,3.4,3.0,1.07496769977314,10,5,2025-04-03
AR0152,C030,46363,0.2857142857142857,1.0,1.3469542361512192,21,0,2025-04-04
AR0638,C046,27384,3.4545454545454546,4.0,0.9341987329938276,11,4,2025-04-06
AR0501,C022,280153,3.6666666666666665,3.5,1.1547005383792517,12,5,2025-04-06
AR0333,C018,84046,3.4,3.0,1.07496769977314,10,5,2025-04-08
AR0456,C031,212854,17.642857142857142,18.5,7.088529660462227,14,23,2025-04-10
AR0199,C007,175318,0.6153846153846154,1.0,1.1929278784054478,13,-1,2025-04-10
AR0119,C015,97255,-0.5,-1.0,1.5055453054181618,16,-2,2025-04-12
AR0159,C016,459997,3.6875,4.0,1.01447851956888,16,2,2025-04-13
AR0617,C014,454085,4.0,4.0,0.6324555320336759,6,4,2025-04-14
AR0391,C001,178030,-0.5454545454545454,-1.0,1.2933395813657265,11,-1,2025-04-15
AR0558,C030,198358,0.2857142857142857,1.0,1.3469542361512192,21,2,2025-04-15
AR0336,C037,55971,12.357142857142858,12.0,11.76439964048735,14,30,2025-04-16
AR0603,C034,314066,11.090909090909092,11.0,2.1191765124474857,11,13,2025-04-17
AR0216,C049,347950,3.5625,3.5,1.2093386622447824,16,3,2025-04-17
AR0552,C042,422107,11.866666666666667,12.0,2.3864697976798483,15,14,2025-04-18
AR0025,C028,302746,10.7,11.0,1.9465068427541912,10,11,2025-04-19
AR0138,C046,53674,3.4545454545454546,4.0,0.9341987329938276,11,5,2025-04-20
AR0066,C035,285229,11.727272727272728,12.0,1.902151891459201,11,12,2025-04-20
AR0570,C016,325840,3.6875,4.0,1.01447851956888,16,4,2025-04-21
AR0357,C047,245480,12.285714285714286,12.0,2.2168188275738085,21,15,2025-04-21
AR0052,C019,50662,13.941176470588236,16.0,13.320428804261962,17,29,2025-04-22
AR0668,C001,323201,-0.5454545454545454,-1.0,1.2933395813657265,11,-2,2025-04-22
AR0145,C032,163096,0.1666666666666666,0.0,1.2673044646258471,12,1,2025-04-23
AR0030,C038,23770,0.0625,0.0,1.4818344486930155,16,-2,2025-04-23
AR0347,C033,342493,11.071428571428571,11.0,2.84102597162162,14,8,2025-04-24
AR0092,C031,124633,17.642857142857142,18.5,7.088529660462227,14,24,2025-04-24
AR0677,C047,457686,12.285714285714286,12.0,2.2168188275738085,21,8,2025-04-25
AR0372,C037,443216,12.357142857142858,12.0,11.76439964048735,14,22,2025-04-26
AR0212,C040,426686,-0.4736842105263157,-1.0,1.4286131990551607,19,2,2025-04-26
AR0028,C016,53568,3.6875,4.0,1.01447851956888,16,4,2025-04-26
AR0680,C025,149767,12.1875,12.0,2.1975364995072697,16,15,2025-04-28
AR0300,C050,338276,-0.4,-1.0,1.5491933384829668,15,0,2025-04-28
AR0221,C003,171049,11.285714285714286,11.5,2.5548918817579205,14,12,2025-04-29
AR0195,C017,83258,11.77777777777778,7.0,7.8545811119654525,9,7,2025-04-29
AR0621,C041,47520,11.357142857142858,11.5,2.4371213428059835,14,9,2025-04-30
AR0514,C005,428166,3.1739130434782608,3.0,1.1928641587313162,23,4,2025-05-01
AR0330,C029,468502,0.0625,0.0,1.2893796958227628,16,0,2025-05-01
AR0118,C006,372738,4.142857142857143,4.0,0.9492622930986468,14,4,2025-05-01
AR0057,C044,231694,0.4285714285714285,0.5,1.5045717874984443,14,-2,2025-05-01
AR0046,C006,107194,4.142857142857143,4.0,0.9492622930986468,14,5,2025-05-02
AR0020,C020,50369,11.133333333333333,12.0,2.065591117977289,15,11,2025-05-03
AR0265,C045,319786,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-05-03
AR0562,C021,264565,0.3333333333333333,0.0,1.4960264830861911,15,-2,2025-05-04
AR0186,C006,397526,4.142857142857143,4.0,0.9492622930986468,14,5,2025-05-04
AR0123,C026,97369,3.363636363636364,4.0,1.2060453783110547,11,2,2025-05-05
AR0620,C016,46615,3.6875,4.0,1.01447851956888,16,3,2025-05-05
AR0120,C003,269108,11.285714285714286,11.5,2.5548918817579205,14,9,2025-05-06
AR0555,C031,441888,17.642857142857142,18.5,7.088529660462227,14,20,2025-05-06
AR0284,C010,298484,0.2222222222222222,1.0,1.3017082793177757,9,1,2025-05-06
AR0058,C037,323520,12.357142857142858,12.0,11.76439964048735,14,-3,2025-05-07
AR0656,C049,376695,3.5625,3.5,1.2093386622447824,16,2,2025-05-07
AR0430,C003,390997,11.285714285714286,11.5,2.5548918817579205,14,15,2025-05-07
AR0002,C009,410588,16.08,18.0,11.269131880199703,25,30,2025-05-07
AR0132,C049,460330,3.5625,3.5,1.2093386622447824,16,4,2025-05-07
AR0090,C043,159883,4.055555555555555,4.5,1.109966730938747,18,3,2025-05-08
AR0041,C007,120448,0.6153846153846154,1.0,1.1929278784054478,13,-1,2025-05-08
AR0545,C006,122918,4.142857142857143,4.0,0.9492622930986468,14,4,2025-05-09
AR0436,C019,399444,13.941176470588236,16.0,13.320428804261962,17,4,2025-05-10
AR0485,C024,411809,11.105263157894736,11.0,2.5580968803238875,19,8,2025-05-10
AR0616,C042,411820,11.866666666666667,12.0,2.3864697976798483,15,15,2025-05-12
AR0309,C011,499224,0.2727272727272727,1.0,1.5550504230351565,11,1,2025-05-12
AR0473,C002,133065,0.5454545454545454,0.0,1.5075567228888185,11,-1,2025-05-12
AR0644,C001,221103,-0.5454545454545454,-1.0,1.2933395813657265,11,-1,2025-05-14
AR0522,C008,426304,0.5,0.5,1.0801234497346437,10,0,2025-05-15
AR0003,C035,411650,11.727272727272728,12.0,1.902151891459201,11,14,2025-05-15
AR0014,C001,282451,-0.5454545454545454,-1.0,1.2933395813657265,11,-1,2025-05-15
AR0079,C041,104715,11.357142857142858,11.5,2.4371213428059835,14,15,2025-05-15
AR0024,C011,296653,0.2727272727272727,1.0,1.5550504230351565,11,2,2025-05-16
AR0049,C025,431078,12.1875,12.0,2.1975364995072697,16,15,2025-05-16
AR0072,C009,80517,16.08,18.0,11.269131880199703,25,1,2025-05-16
AR0062,C016,227505,3.6875,4.0,1.01447851956888,16,3,2025-05-16
AR0314,C001,301318,-0.5454545454545454,-1.0,1.2933395813657265,11,-2,2025-05-16
AR0645,C029,192818,0.0625,0.0,1.2893796958227628,16,0,2025-05-17
AR0135,C016,196080,3.6875,4.0,1.01447851956888,16,4,2025-05-20
AR0386,C027,133020,4.0,4.5,1.1094003924504583,14,2,2025-05-20
AR0692,C020,51959,11.133333333333333,12.0,2.065591117977289,15,10,2025-05-21
AR0259,C005,425104,3.1739130434782608,3.0,1.1928641587313162,23,5,2025-05-22
AR0180,C006,482228,4.142857142857143,4.0,0.9492622930986468,14,5,2025-05-23
AR0043,C012,262550,-0.75,-1.0,1.2154310870109943,12,-1,2025-05-23
AR0096,C050,204101,-0.4,-1.0,1.5491933384829668,15,2,2025-05-23
AR0457,C030,427961,0.2857142857142857,1.0,1.3469542361512192,21,1,2025-05-25
AR0462,C008,63974,0.5,0.5,1.0801234497346437,10,-1,2025-05-26
AR0113,C020,130196,11.133333333333333,12.0,2.065591117977289,15,14,2025-05-27
AR0626,C049,188384,3.5625,3.5,1.2093386622447824,16,4,2025-05-28
AR0609,C020,389571,11.133333333333333,12.0,2.065591117977289,15,11,2025-05-28
AR0475,C008,144591,0.5,0.5,1.0801234497346437,10,0,2025-05-28
AR0578,C036,58551,0.3333333333333333,1.0,1.5430334996209192,15,1,2025-05-28
AR0631,C012,479665,-0.75,-1.0,1.2154310870109943,12,-2,2025-05-29
AR0255,C032,286795,0.1666666666666666,0.0,1.2673044646258471,12,0,2025-05-30
AR0493,C003,125691,11.285714285714286,11.5,2.5548918817579205,14,8,2025-05-31
AR0506,C043,207795,4.055555555555555,4.5,1.109966730938747,18,5,2025-06-01
AR0297,C045,36227,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-06-01
AR0109,C045,357271,-0.0526315789473684,0.0,1.223550580642996,19,-1,2025-06-01
AR0261,C019,527939,13.941176470588236,16.0,13.320428804261962,17,26,2025-06-02
AR0632,C001,365441,-0.5454545454545454,-1.0,1.2933395813657265,11,2,2025-06-02
AR0698,C015,540037,-0.5,-1.0,1.5055453054181618,16,-1,2025-06-03
AR0107,C047,328759,12.285714285714286,12.0,2.2168188275738085,21,12,2025-06-03
AR0294,C030,143114,0.2857142857142857,1.0,1.3469542361512192,21,1,2025-06-04
AR0690,C016,551322,3.6875,4.0,1.01447851956888,16,3,2025-06-04
AR0419,C041,503131,11.357142857142858,11.5,2.4371213428059835,14,12,2025-06-05
AR0093,C023,517726,16.76923076923077,15.0,8.603815492305785,13,9,2025-06-06
AR0568,C032,322879,0.1666666666666666,0.0,1.2673044646258471,12,-2,2025-06-07
AR0438,C023,418555,16.76923076923077,15.0,8.603815492305785,13,20,2025-06-08
AR0406,C026,472668,3.363636363636364,4.0,1.2060453783110547,11,4,2025-06-08
AR0421,C005,301398,3.1739130434782608,3.0,1.1928641587313162,23,5,2025-06-08
AR0381,C024,458072,11.105263157894736,11.0,2.5580968803238875,19,13,2025-06-09
AR0026,C046,263563,3.4545454545454546,4.0,0.9341987329938276,11,4,2025-06-09
AR0101,C047,286115,12.285714285714286,12.0,2.2168188275738085,21,9,2025-06-10
AR0519,C026,414639,3.363636363636364,4.0,1.2060453783110547,11,4,2025-06-10
AR0106,C040,422976,-0.4736842105263157,-1.0,1.4286131990551607,19,-2,2025-06-10
AR0053,C004,57466,3.333333333333333,3.5,1.3026778945578592,12,2,2025-06-10
AR0559,C010,542415,0.2222222222222222,1.0,1.3017082793177757,9,0,2025-06-10
AR0695,C034,442825,11.090909090909092,11.0,2.1191765124474857,11,14,2025-06-13
AR0244,C017,92892,11.77777777777778,7.0,7.8545811119654525,9,20,2025-06-15
AR0232,C048,386996,0.3333333333333333,0.0,0.7071067811865476,9,0,2025-06-15
AR0342,C038,32513,0.0625,0.0,1.4818344486930155,16,-1,2025-06-15
AR0179,C018,536523,3.4,3.0,1.07496769977314,10,3,2025-06-15
AR0153,C025,150615,12.1875,12.0,2.1975364995072697,16,15,2025-06-17
AR0393,C019,95341,13.941176470588236,16.0,13.320428804261962,17,-5,2025-06-17
AR0365,C036,426970,0.3333333333333333,1.0,1.5430334996209192,15,-2,2025-06-18
AR0435,C005,79980,3.1739130434782608,3.0,1.1928641587313162,23,5,2025-06-18
AR0095,C026,190978,3.363636363636364,4.0,1.2060453783110547,11,2,2025-06-18
AR0498,C042,187730,11.866666666666667,12.0,2.3864697976798483,15,9,2025-06-19
AR0139,C027,350156,4.0,4.5,1.1094003924504583,14,5,2025-06-19
AR0270,C038,547368,0.0625,0.0,1.4818344486930155,16,-2,2025-06-19
AR0622,C027,455517,4.0,4.5,1.1094003924504583,14,5,2025-06-19
AR0089,C048,494724,0.3333333333333333,0.0,0.7071067811865476,9,1,2025-06-20
AR0335,C004,169855,3.333333333333333,3.5,1.3026778945578592,12,3,2025-06-20
AR0263,C023,355767,16.76923076923077,15.0,8.603815492305785,13,29,2025-06-20
AR0407,C015,492754,-0.5,-1.0,1.5055453054181618,16,-1,2025-06-20
AR0585,C009,507735,16.08,18.0,11.269131880199703,25,25,2025-06-20
AR0633,C007,194570,0.6153846153846154,1.0,1.1929278784054478,13,1,2025-06-21
AR0589,C038,328875,0.0625,0.0,1.4818344486930155,16,2,2025-06-22
AR0154,C021,481968,0.3333333333333333,0.0,1.4960264830861911,15,1,2025-06-22
AR0310,C019,507896,13.941176470588236,16.0,13.320428804261962,17,2,2025-06-23
AR0184,C017,191614,11.77777777777778,7.0,7.8545811119654525,9,12,2025-06-24
AR0560,C047,263398,12.285714285714286,12.0,2.2168188275738085,21,10,2025-06-26
AR0694,C004,410874,3.333333333333333,3.5,1.3026778945578592,12,5,2025-06-26
AR0527,C043,450803,4.055555555555555,4.5,1.109966730938747,18,2,2025-06-27
AR0067,C009,554099,16.08,18.0,11.269131880199703,25,-1,2025-06-28
AR0465,C029,39079,0.0625,0.0,1.2893796958227628,16,1,2025-06-28
AR0611,C031,360934,17.642857142857142,18.5,7.088529660462227,14,12,2025-06-28
AR0675,C042,94526,11.866666666666667,12.0,2.3864697976798483,15,10,2025-06-28
AR0157,C004,158189,3.333333333333333,3.5,1.3026778945578592,12,2,2025-06-29
AR0376,C022,26681,3.6666666666666665,3.5,1.1547005383792517,12,3,2025-06-29
