date,expected_inflow,expected_outflow,net_cash_flow,projected_cash_balance,lower_cash,base_cash,upper_cash,cash_buffer,risk_status,cash_after_30_days,cash_after_60_days,cash_after_90_days
2025-04-20,632402.0,0.0,632402.0,39602604.0,36542705.0,39602604.0,42429536.0,26542705.0,SAFE,47890731.0,57248796.0,68327691.0
2025-04-21,828828.0,0.0,828828.0,40431432.0,36810905.0,40431432.0,42100082.0,26810905.0,SAFE,48213932.0,57639793.0,69659471.0
2025-04-22,421353.0,205701.0,215652.0,40647084.0,38185815.0,40647084.0,43071634.0,28185815.0,SAFE,48129581.0,57505533.0,70345173.0
2025-04-23,614008.0,156487.0,457521.0,41104605.0,38494009.0,41104605.0,43836487.0,28494009.0,SAFE,47870282.0,57614795.0,71453332.0
2025-04-24,0.0,0.0,0.0,41104605.0,38964107.0,41104605.0,43787584.0,28964107.0,SAFE,48033378.0,58014976.0,71757676.0
2025-04-25,971552.0,221517.0,750035.0,41854640.0,39010991.0,41854640.0,44039078.0,29010991.0,SAFE,48412892.0,57998008.0,72107832.0
2025-04-26,764853.0,151037.0,613816.0,42468456.0,39624999.0,42468456.0,45135712.0,29624999.0,SAFE,48412892.0,59326867.0,71925346.0
2025-04-27,189196.0,49645.0,139551.0,42608007.0,39413937.0,42608007.0,46064201.0,29413937.0,SAFE,48839578.0,59755267.0,72282797.0
2025-04-28,251494.0,0.0,251494.0,42859501.0,39718976.0,42859501.0,46649749.0,29718976.0,SAFE,49206139.0,60849724.0,72181869.0
2025-04-29,1491824.0,0.0,1491824.0,44351325.0,40483829.0,44351325.0,47627649.0,30483829.0,SAFE,48918364.0,60641980.0,72639503.0
2025-04-30,928489.0,324208.0,604281.0,44955606.0,40390468.0,44955606.0,48071539.0,30390468.0,SAFE,49702548.0,61286984.0,72827233.0
2025-05-01,585548.0,358730.0,226818.0,45182424.0,40641962.0,45182424.0,48385340.0,30641962.0,SAFE,50333173.0,61270461.0,73140881.0
2025-05-02,1183601.0,374469.0,809132.0,45991556.0,42133786.0,45991556.0,48233347.0,32133786.0,SAFE,50498366.0,61852343.0,73754797.0
2025-05-03,600377.0,0.0,600377.0,46591933.0,43062275.0,46591933.0,48082310.0,33062275.0,SAFE,51105424.0,61972050.0,74447563.0
2025-05-04,313801.0,211062.0,102739.0,46694672.0,43647823.0,46694672.0,48032665.0,33647823.0,SAFE,51296796.0,62730694.0,74252898.0
2025-05-05,69524.0,666513.0,-596989.0,46097683.0,44279214.0,46097683.0,48791973.0,34279214.0,SAFE,52800866.0,62526675.0,74252898.0
2025-05-06,0.0,0.0,0.0,46097683.0,44879591.0,46097683.0,49497058.0,34879591.0,SAFE,52518363.0,62669789.0,75285018.0
2025-05-07,0.0,282557.0,-282557.0,45815126.0,45193392.0,45815126.0,49200234.0,35193392.0,SAFE,52751947.0,62816734.0,76265977.0
2025-05-08,759308.0,0.0,759308.0,46574434.0,45013028.0,46574434.0,49397387.0,35013028.0,SAFE,53244927.0,63162050.0,76186135.0
2025-05-09,705085.0,0.0,705085.0,47279519.0,44610064.0,47279519.0,49022918.0,34610064.0,SAFE,52920378.0,63324666.0,76046178.0
2025-05-10,27384.0,0.0,27384.0,47306903.0,44133612.0,47306903.0,49106964.0,34133612.0,SAFE,53091427.0,63716145.0,76226521.0
2025-05-11,555883.0,0.0,555883.0,47862786.0,44441630.0,47862786.0,49073932.0,34441630.0,SAFE,54592440.0,64204051.0,76174278.0
2025-05-12,0.0,552210.0,-552210.0,47310576.0,45146715.0,47310576.0,48407419.0,35146715.0,SAFE,54742207.0,64638280.0,77329749.0
2025-05-13,84046.0,0.0,84046.0,47394622.0,45174099.0,47394622.0,49198072.0,35174099.0,SAFE,55508117.0,64711858.0,78150095.0
2025-05-14,178030.0,0.0,178030.0,47572652.0,45729982.0,47572652.0,49221500.0,35729982.0,SAFE,55971225.0,65032887.0,78244578.0
2025-05-15,0.0,249888.0,-249888.0,47322764.0,45621861.0,47322764.0,49675585.0,35621861.0,SAFE,57492032.0,65480039.0,78580330.0
2025-05-16,790653.0,402964.0,387689.0,47710453.0,45446608.0,47710453.0,49675585.0,35446608.0,SAFE,56767879.0,66195794.0,79798552.0
2025-05-17,305985.0,476452.0,-170467.0,47539986.0,45624638.0,47539986.0,50023535.0,35624638.0,SAFE,57202150.0,66195794.0,79698495.0
2025-05-18,454085.0,451290.0,2795.0,47542781.0,45624638.0,47542781.0,50346736.0,35624638.0,SAFE,57202150.0,66622764.0,79037863.0
2025-05-19,0.0,0.0,0.0,47542781.0,46415291.0,47542781.0,49818296.0,36415291.0,SAFE,57096711.0,67834937.0,78946978.0
2025-05-20,347950.0,0.0,347950.0,47890731.0,46721276.0,47890731.0,49818296.0,36721276.0,SAFE,57248796.0,68327691.0,78581405.0
2025-05-21,323201.0,0.0,323201.0,48213932.0,46990792.0,48213932.0,49981392.0,36990792.0,SAFE,57639793.0,69659471.0,78963023.0
2025-05-22,23770.0,108121.0,-84351.0,48129581.0,46703017.0,48129581.0,50111018.0,36703017.0,SAFE,57505533.0,70345173.0,79144219.0
2025-05-23,0.0,259299.0,-259299.0,47870282.0,46933077.0,47870282.0,49708054.0,36933077.0,SAFE,57614795.0,71453332.0,79130090.0
2025-05-24,163096.0,0.0,163096.0,48033378.0,46996294.0,48033378.0,49658288.0,36996294.0,SAFE,58014976.0,71757676.0,79290648.0
2025-05-25,379514.0,0.0,379514.0,48412892.0,46900028.0,48412892.0,49758128.0,36900028.0,SAFE,57998008.0,72107832.0,79585355.0
2025-05-26,0.0,0.0,0.0,48412892.0,46900028.0,48412892.0,49758128.0,36900028.0,SAFE,59326867.0,71925346.0,80374566.0
2025-05-27,426686.0,0.0,426686.0,48839578.0,46934710.0,48839578.0,50660202.0,36934710.0,SAFE,59755267.0,72282797.0,81325455.0
2025-05-28,551130.0,184569.0,366561.0,49206139.0,47314224.0,49206139.0,51550811.0,37314224.0,SAFE,60849724.0,72181869.0,81560987.0
2025-05-29,0.0,287775.0,-287775.0,48918364.0,47031721.0,48918364.0,51727919.0,37031721.0,SAFE,60641980.0,72639503.0,81978884.0
2025-05-30,902074.0,117890.0,784184.0,49702548.0,47188944.0,49702548.0,52075678.0,37188944.0,SAFE,61286984.0,72827233.0,81978884.0
2025-05-31,890609.0,259984.0,630625.0,50333173.0,47529236.0,50333173.0,52395464.0,37529236.0,SAFE,61270461.0,73140881.0,82686090.0
2025-06-01,285229.0,120036.0,165193.0,50498366.0,47204687.0,50498366.0,53899534.0,37204687.0,SAFE,61852343.0,73754797.0,83219837.0
2025-06-02,607058.0,0.0,607058.0,51105424.0,48106761.0,51105424.0,53899534.0,38106761.0,SAFE,61972050.0,74447563.0,83189016.0
2025-06-03,319786.0,128414.0,191372.0,51296796.0,48997370.0,51296796.0,54402581.0,38997370.0,SAFE,62730694.0,74252898.0,83419333.0
2025-06-04,1504070.0,0.0,1504070.0,52800866.0,49282599.0,52800866.0,54921830.0,39282599.0,SAFE,62526675.0,74252898.0,84424119.0
2025-06-05,0.0,282503.0,-282503.0,52518363.0,49590209.0,52518363.0,54634055.0,39590209.0,SAFE,62669789.0,75285018.0,85263437.0
2025-06-06,503047.0,269463.0,233584.0,52751947.0,49819180.0,52751947.0,54687214.0,39819180.0,SAFE,62816734.0,76265977.0,85570713.0
2025-06-07,703818.0,210838.0,492980.0,53244927.0,51323250.0,53244927.0,55928243.0,41323250.0,SAFE,63162050.0,76186135.0,86018220.0
2025-06-08,0.0,324549.0,-324549.0,52920378.0,50548435.0,52920378.0,55957974.0,40548435.0,SAFE,63324666.0,76046178.0,86672879.0
2025-06-09,171049.0,0.0,171049.0,53091427.0,50996282.0,53091427.0,57023332.0,40996282.0,SAFE,63716145.0,76226521.0,86571132.0
2025-06-10,1501013.0,0.0,1501013.0,54592440.0,51700100.0,54592440.0,57448841.0,41700100.0,SAFE,64204051.0,76174278.0,86863630.0
2025-06-11,149767.0,0.0,149767.0,54742207.0,51367156.0,54742207.0,58969648.0,41367156.0,SAFE,64638280.0,77329749.0,87361250.0
2025-06-12,1065358.0,299448.0,765910.0,55508117.0,51278481.0,55508117.0,58737807.0,41278481.0,SAFE,64711858.0,78150095.0,87361250.0
2025-06-13,553923.0,90815.0,463108.0,55971225.0,52779494.0,55971225.0,58957815.0,42779494.0,SAFE,65032887.0,78244578.0,87246898.0
2025-06-14,1520807.0,0.0,1520807.0,57492032.0,52532451.0,57492032.0,58746977.0,42532451.0,SAFE,65480039.0,78580330.0,87376102.0
2025-06-15,50662.0,774815.0,-724153.0,56767879.0,53493534.0,56767879.0,58649933.0,43493534.0,SAFE,66195794.0,79798552.0,87899651.0
2025-06-16,489471.0,55200.0,434271.0,57202150.0,54047457.0,57202150.0,59061742.0,44047457.0,SAFE,66195794.0,79698495.0,89079054.0
2025-06-17,0.0,0.0,0.0,57202150.0,55109408.0,57202150.0,59452739.0,45109408.0,SAFE,66622764.0,79037863.0,89079054.0
2025-06-18,227505.0,332944.0,-105439.0,57096711.0,55160070.0,57096711.0,59715289.0,45160070.0,SAFE,67834937.0,78946978.0,89569449.0
2025-06-19,411809.0,259724.0,152085.0,57248796.0,55595713.0,57248796.0,59629378.0,45595713.0,SAFE,68327691.0,78581405.0,90636931.0
2025-06-20,390997.0,0.0,390997.0,57639793.0,55595713.0,57639793.0,59938744.0,45595713.0,SAFE,69659471.0,78963023.0,91240692.0
2025-06-21,262550.0,396810.0,-134260.0,57505533.0,55615474.0,57505533.0,60380632.0,45615474.0,SAFE,70345173.0,79144219.0,91190646.0
2025-06-22,213537.0,104275.0,109262.0,57614795.0,55954414.0,57614795.0,60934676.0,45954414.0,SAFE,71453332.0,79130090.0,91542498.0
2025-06-23,400181.0,0.0,400181.0,58014976.0,56172214.0,58014976.0,61361704.0,46172214.0,SAFE,71757676.0,79290648.0,91677322.0
2025-06-24,441888.0,458856.0,-16968.0,57998008.0,56434764.0,57998008.0,62456161.0,46434764.0,SAFE,72107832.0,79585355.0,91879201.0
2025-06-25,1328859.0,0.0,1328859.0,59326867.0,56357420.0,59326867.0,62123217.0,46357420.0,SAFE,71925346.0,80374566.0,91346555.0
2025-06-26,482228.0,53828.0,428400.0,59755267.0,56610767.0,59755267.0,62581366.0,46610767.0,SAFE,72282797.0,81325455.0,92148706.0
2025-06-27,1094457.0,0.0,1094457.0,60849724.0,56848636.0,60849724.0,62738040.0,46848636.0,SAFE,72181869.0,81560987.0,92131354.0
2025-06-28,0.0,207744.0,-207744.0,60641980.0,58177495.0,60641980.0,62923112.0,48177495.0,SAFE,72639503.0,81978884.0,92655740.0
2025-06-29,717873.0,72869.0,645004.0,61286984.0,58275994.0,61286984.0,63229425.0,48275994.0,SAFE,72827233.0,81978884.0,93135232.0
2025-06-30,156674.0,173197.0,-16523.0,61270461.0,59164445.0,61270461.0,64134903.0,49164445.0,SAFE,73140881.0,82686090.0,93729435.0
2025-07-01,581882.0,0.0,581882.0,61852343.0,58937490.0,61852343.0,63676047.0,48937490.0,SAFE,73754797.0,83219837.0,93729435.0
2025-07-02,410588.0,290881.0,119707.0,61972050.0,59493670.0,61972050.0,63819161.0,49493670.0,SAFE,74447563.0,83189016.0,94620720.0
2025-07-03,905478.0,146834.0,758644.0,62730694.0,59470144.0,62730694.0,64296007.0,49470144.0,SAFE,74252898.0,83419333.0,95801139.0
2025-07-04,0.0,204019.0,-204019.0,62526675.0,60013587.0,62526675.0,64847329.0,50013587.0,SAFE,74252898.0,84424119.0,97361318.0
2025-07-05,143114.0,0.0,143114.0,62669789.0,60196355.0,62669789.0,65029156.0,50196355.0,SAFE,75285018.0,85263437.0,97403524.0
2025-07-06,530674.0,383729.0,146945.0,62816734.0,61101833.0,62816734.0,65509459.0,51101833.0,SAFE,76265977.0,85570713.0,98634623.0
2025-07-07,551322.0,206006.0,345316.0,63162050.0,61101833.0,63162050.0,66004368.0,51101833.0,SAFE,76186135.0,86018220.0,98980093.0
2025-07-08,389571.0,226955.0,162616.0,63324666.0,61244947.0,63324666.0,66477036.0,51244947.0,SAFE,76046178.0,86672879.0,99256491.0
2025-07-09,553172.0,161693.0,391479.0,63716145.0,61775621.0,63716145.0,66487553.0,51775621.0,SAFE,76226521.0,86571132.0,99904164.0
2025-07-10,668106.0,180200.0,487906.0,64204051.0,62326943.0,64204051.0,66661748.0,52326943.0,SAFE,76174278.0,86863630.0,100829585.0
2025-07-11,472668.0,38439.0,434229.0,64638280.0,62246324.0,64638280.0,66904881.0,52246324.0,SAFE,77329749.0,87361250.0,101468871.0
2025-07-12,301398.0,227820.0,73578.0,64711858.0,62799496.0,64711858.0,67620636.0,52799496.0,SAFE,78150095.0,87361250.0,101468871.0
2025-07-13,321029.0,0.0,321029.0,65032887.0,63467602.0,65032887.0,67236907.0,53467602.0,SAFE,78244578.0,87246898.0,101721225.0
2025-07-14,447152.0,0.0,447152.0,65480039.0,63940270.0,65480039.0,67457871.0,53940270.0,SAFE,78580330.0,87376102.0,102277938.0
2025-07-15,715755.0,0.0,715755.0,66195794.0,64241668.0,66195794.0,68913279.0,54241668.0,SAFE,79798552.0,87899651.0,102277938.0
2025-07-16,0.0,0.0,0.0,66195794.0,63806363.0,66195794.0,69244340.0,53806363.0,SAFE,79698495.0,89079054.0,102678016.0
2025-07-17,426970.0,0.0,426970.0,66622764.0,64253515.0,66622764.0,70395920.0,54253515.0,SAFE,79037863.0,89079054.0,103278916.0
2025-07-18,1682363.0,470190.0,1212173.0,67834937.0,64786784.0,67834937.0,71043183.0,54786784.0,SAFE,78946978.0,89569449.0,103827901.0
2025-07-19,492754.0,0.0,492754.0,68327691.0,64701410.0,68327691.0,71923522.0,54701410.0,SAFE,78581405.0,90636931.0,104441752.0
2025-07-20,1331780.0,0.0,1331780.0,69659471.0,65027452.0,69659471.0,72984200.0,55027452.0,SAFE,78963023.0,91240692.0,104441752.0
2025-07-21,685702.0,0.0,685702.0,70345173.0,66709815.0,70345173.0,73334356.0,56709815.0,SAFE,79144219.0,91190646.0,106116271.0
2025-07-22,1108159.0,0.0,1108159.0,71453332.0,67202569.0,71453332.0,73334356.0,57202569.0,SAFE,79130090.0,91542498.0,106853528.0
2025-07-23,1060678.0,756334.0,304344.0,71757676.0,68246579.0,71757676.0,73777181.0,58246579.0,SAFE,79290648.0,91677322.0,107148742.0
2025-07-24,350156.0,0.0,350156.0,72107832.0,68932281.0,72107832.0,73777181.0,58932281.0,SAFE,79585355.0,91879201.0,107267369.0
2025-07-25,0.0,182486.0,-182486.0,71925346.0,70040440.0,71925346.0,73764625.0,60040440.0,SAFE,80374566.0,91346555.0,107459864.0
2025-07-26,442825.0,85374.0,357451.0,72282797.0,70813561.0,72282797.0,73952355.0,60813561.0,SAFE,81325455.0,92148706.0,108061423.0
2025-07-27,0.0,100928.0,-100928.0,72181869.0,71163717.0,72181869.0,74553773.0,61163717.0,SAFE,81560987.0,92131354.0,108479564.0
2025-07-28,457634.0,0.0,457634.0,72639503.0,71163717.0,72639503.0,75167689.0,61163717.0,SAFE,81978884.0,92655740.0,108743038.0
2025-07-29,187730.0,0.0,187730.0,72827233.0,71606542.0,72827233.0,75860455.0,61606542.0,SAFE,81978884.0,93135232.0,109726639.0
2025-07-30,601418.0,287770.0,313648.0,73140881.0,71054692.0,73140881.0,75197013.0,61054692.0,SAFE,82686090.0,93729435.0,110571522.0
2025-07-31,613916.0,0.0,613916.0,73754797.0,71372369.0,73754797.0,75197013.0,61372369.0,SAFE,83219837.0,93729435.0,110593781.0
2025-08-01,692766.0,0.0,692766.0,74447563.0,71273161.0,74447563.0,76046647.0,61273161.0,SAFE,83189016.0,94620720.0,110593781.0
2025-08-02,92892.0,287557.0,-194665.0,74252898.0,71688425.0,74252898.0,76942232.0,61688425.0,SAFE,83419333.0,95801139.0,111702924.0
2025-08-03,0.0,0.0,0.0,74252898.0,72302341.0,74252898.0,77313312.0,62302341.0,SAFE,84424119.0,97361318.0,112894623.0
2025-08-04,1032120.0,0.0,1032120.0,75285018.0,72995107.0,75285018.0,77313312.0,62995107.0,SAFE,85263437.0,97403524.0,113982674.0
