date,expected_inflow,expected_outflow,net_cash_flow,projected_cash_balance
2025-03-19,513513.0,561896.0,-48383.0,24923402.0
2025-03-20,0.0,0.0,0.0,24923402.0
2025-03-21,827939.0,393521.0,434418.0,25357820.0
2025-03-22,143102.0,332541.0,-189439.0,25168381.0
2025-03-23,0.0,676349.0,-676349.0,24492032.0
2025-03-24,845688.0,26611.0,819077.0,25311109.0
2025-03-25,70819.0,156683.0,-85864.0,25225245.0
2025-03-26,724375.0,0.0,724375.0,25949620.0
2025-03-27,366584.0,0.0,366584.0,26316204.0
2025-03-28,1296056.0,0.0,1296056.0,27612260.0
2025-03-29,443816.0,0.0,443816.0,28056076.0
2025-03-30,1841281.0,0.0,1841281.0,29897357.0
2025-03-31,551793.0,327608.0,224185.0,30121542.0
2025-04-01,601471.0,239160.0,362311.0,30483853.0
2025-04-02,468131.0,284928.0,183203.0,30667056.0
2025-04-03,703258.0,0.0,703258.0,31370314.0
2025-04-04,305591.0,0.0,305591.0,31675905.0
2025-04-05,864686.0,0.0,864686.0,32540591.0
2025-04-06,64907.0,0.0,64907.0,32605498.0
2025-04-07,1113863.0,0.0,1113863.0,33719361.0
2025-04-08,214144.0,0.0,214144.0,33933505.0
2025-04-09,717928.0,139777.0,578151.0,34511656.0
2025-04-10,453074.0,0.0,453074.0,34964730.0
2025-04-11,904565.0,97630.0,806935.0,35771665.0
2025-04-12,36891.0,0.0,36891.0,35808556.0
2025-04-13,750715.0,588827.0,161888.0,35970444.0
2025-04-14,342485.0,329454.0,13031.0,35983475.0
2025-04-15,534689.0,0.0,534689.0,36518164.0
2025-04-16,1276483.0,0.0,1276483.0,37794647.0
2025-04-17,165734.0,238099.0,-72365.0,37722282.0
2025-04-18,268200.0,0.0,268200.0,37990482.0
2025-04-19,1374910.0,395190.0,979720.0,38970202.0
2025-04-20,632402.0,0.0,632402.0,39602604.0
2025-04-21,828828.0,0.0,828828.0,40431432.0
2025-04-22,421353.0,205701.0,215652.0,40647084.0
2025-04-23,614008.0,156487.0,457521.0,41104605.0
2025-04-24,0.0,0.0,0.0,41104605.0
2025-04-25,971552.0,221517.0,750035.0,41854640.0
2025-04-26,764853.0,151037.0,613816.0,42468456.0
2025-04-27,189196.0,49645.0,139551.0,42608007.0
2025-04-28,251494.0,0.0,251494.0,42859501.0
2025-04-29,1491824.0,0.0,1491824.0,44351325.0
2025-04-30,928489.0,324208.0,604281.0,44955606.0
2025-05-01,585548.0,358730.0,226818.0,45182424.0
2025-05-02,1183601.0,374469.0,809132.0,45991556.0
2025-05-03,600377.0,0.0,600377.0,46591933.0
2025-05-04,313801.0,211062.0,102739.0,46694672.0
2025-05-05,69524.0,666513.0,-596989.0,46097683.0
2025-05-06,0.0,0.0,0.0,46097683.0
2025-05-07,0.0,282557.0,-282557.0,45815126.0
2025-05-08,759308.0,0.0,759308.0,46574434.0
2025-05-09,705085.0,0.0,705085.0,47279519.0
2025-05-10,27384.0,0.0,27384.0,47306903.0
2025-05-11,555883.0,0.0,555883.0,47862786.0
2025-05-12,0.0,552210.0,-552210.0,47310576.0
2025-05-13,84046.0,0.0,84046.0,47394622.0
2025-05-14,178030.0,0.0,178030.0,47572652.0
2025-05-15,0.0,249888.0,-249888.0,47322764.0
2025-05-16,790653.0,402964.0,387689.0,47710453.0
2025-05-17,305985.0,476452.0,-170467.0,47539986.0
2025-05-18,454085.0,451290.0,2795.0,47542781.0
2025-05-19,0.0,0.0,0.0,47542781.0
2025-05-20,347950.0,0.0,347950.0,47890731.0
2025-05-21,323201.0,0.0,323201.0,48213932.0
2025-05-22,23770.0,108121.0,-84351.0,48129581.0
2025-05-23,0.0,259299.0,-259299.0,47870282.0
2025-05-24,163096.0,0.0,163096.0,48033378.0
2025-05-25,379514.0,0.0,379514.0,48412892.0
2025-05-26,0.0,0.0,0.0,48412892.0
2025-05-27,426686.0,0.0,426686.0,48839578.0
2025-05-28,551130.0,184569.0,366561.0,49206139.0
2025-05-29,0.0,287775.0,-287775.0,48918364.0
2025-05-30,902074.0,117890.0,784184.0,49702548.0
2025-05-31,890609.0,259984.0,630625.0,50333173.0
2025-06-01,285229.0,120036.0,165193.0,50498366.0
2025-06-02,607058.0,0.0,607058.0,51105424.0
2025-06-03,319786.0,128414.0,191372.0,51296796.0
2025-06-04,1504070.0,0.0,1504070.0,52800866.0
2025-06-05,0.0,282503.0,-282503.0,52518363.0
2025-06-06,503047.0,269463.0,233584.0,52751947.0
2025-06-07,703818.0,210838.0,492980.0,53244927.0
2025-06-08,0.0,324549.0,-324549.0,52920378.0
2025-06-09,171049.0,0.0,171049.0,53091427.0
2025-06-10,1501013.0,0.0,1501013.0,54592440.0
2025-06-11,149767.0,0.0,149767.0,54742207.0
2025-06-12,1065358.0,299448.0,765910.0,55508117.0
2025-06-13,553923.0,90815.0,463108.0,55971225.0
2025-06-14,1520807.0,0.0,1520807.0,57492032.0
2025-06-15,50662.0,774815.0,-724153.0,56767879.0
2025-06-16,489471.0,55200.0,434271.0,57202150.0
2025-06-17,0.0,0.0,0.0,57202150.0
2025-06-18,227505.0,332944.0,-105439.0,57096711.0
2025-06-19,411809.0,259724.0,152085.0,57248796.0
2025-06-20,390997.0,0.0,390997.0,57639793.0
2025-06-21,262550.0,396810.0,-134260.0,57505533.0
2025-06-22,213537.0,104275.0,109262.0,57614795.0
2025-06-23,400181.0,0.0,400181.0,58014976.0
2025-06-24,441888.0,458856.0,-16968.0,57998008.0
2025-06-25,1328859.0,0.0,1328859.0,59326867.0
2025-06-26,482228.0,53828.0,428400.0,59755267.0
2025-06-27,1094457.0,0.0,1094457.0,60849724.0
2025-06-28,0.0,207744.0,-207744.0,60641980.0
2025-06-29,717873.0,72869.0,645004.0,61286984.0
2025-06-30,156674.0,173197.0,-16523.0,61270461.0
2025-07-01,581882.0,0.0,581882.0,61852343.0
2025-07-02,410588.0,290881.0,119707.0,61972050.0
2025-07-03,905478.0,146834.0,758644.0,62730694.0
2025-07-04,0.0,204019.0,-204019.0,62526675.0
2025-07-05,143114.0,0.0,143114.0,62669789.0
2025-07-06,530674.0,383729.0,146945.0,62816734.0
2025-07-07,551322.0,206006.0,345316.0,63162050.0
2025-07-08,389571.0,226955.0,162616.0,63324666.0
2025-07-09,553172.0,161693.0,391479.0,63716145.0
2025-07-10,668106.0,180200.0,487906.0,64204051.0
2025-07-11,472668.0,38439.0,434229.0,64638280.0
2025-07-12,301398.0,227820.0,73578.0,64711858.0
2025-07-13,321029.0,0.0,321029.0,65032887.0
2025-07-14,447152.0,0.0,447152.0,65480039.0
2025-07-15,715755.0,0.0,715755.0,66195794.0
2025-07-16,0.0,0.0,0.0,66195794.0
2025-07-17,426970.0,0.0,426970.0,66622764.0
2025-07-18,1682363.0,470190.0,1212173.0,67834937.0
2025-07-19,492754.0,0.0,492754.0,68327691.0
2025-07-20,1331780.0,0.0,1331780.0,69659471.0
2025-07-21,685702.0,0.0,685702.0,70345173.0
2025-07-22,1108159.0,0.0,1108159.0,71453332.0
2025-07-23,1060678.0,756334.0,304344.0,71757676.0
2025-07-24,350156.0,0.0,350156.0,72107832.0
2025-07-25,0.0,182486.0,-182486.0,71925346.0
2025-07-26,442825.0,85374.0,357451.0,72282797.0
2025-07-27,0.0,100928.0,-100928.0,72181869.0
2025-07-28,457634.0,0.0,457634.0,72639503.0
2025-07-29,187730.0,0.0,187730.0,72827233.0
2025-07-30,601418.0,287770.0,313648.0,73140881.0
2025-07-31,613916.0,0.0,613916.0,73754797.0
2025-08-01,692766.0,0.0,692766.0,74447563.0
2025-08-02,92892.0,287557.0,-194665.0,74252898.0
2025-08-03,0.0,0.0,0.0,74252898.0
2025-08-04,1032120.0,0.0,1032120.0,75285018.0
2025-08-05,980959.0,0.0,980959.0,76265977.0
2025-08-06,472008.0,551850.0,-79842.0,76186135.0
2025-08-07,0.0,139957.0,-139957.0,76046178.0
2025-08-08,467281.0,286938.0,180343.0,76226521.0
2025-08-09,133911.0,186154.0,-52243.0,76174278.0
2025-08-10,1155471.0,0.0,1155471.0,77329749.0
2025-08-11,820346.0,0.0,820346.0,78150095.0
2025-08-12,152960.0,58477.0,94483.0,78244578.0
2025-08-13,485907.0,150155.0,335752.0,78580330.0
2025-08-14,1218222.0,0.0,1218222.0,79798552.0
2025-08-15,373111.0,473168.0,-100057.0,79698495.0
2025-08-16,29558.0,690190.0,-660632.0,79037863.0
2025-08-17,0.0,90885.0,-90885.0,78946978.0
2025-08-18,0.0,365573.0,-365573.0,78581405.0
2025-08-19,673232.0,291614.0,381618.0,78963023.0
2025-08-20,397002.0,215806.0,181196.0,79144219.0
2025-08-21,216524.0,230653.0,-14129.0,79130090.0
2025-08-22,209790.0,49232.0,160558.0,79290648.0
2025-08-23,294707.0,0.0,294707.0,79585355.0
2025-08-24,789211.0,0.0,789211.0,80374566.0
2025-08-25,950889.0,0.0,950889.0,81325455.0
2025-08-26,235532.0,0.0,235532.0,81560987.0
2025-08-27,417897.0,0.0,417897.0,81978884.0
2025-08-28,0.0,0.0,0.0,81978884.0
2025-08-29,929337.0,222131.0,707206.0,82686090.0
2025-08-30,607047.0,73300.0,533747.0,83219837.0
2025-08-31,482550.0,513371.0,-30821.0,83189016.0
2025-09-01,584668.0,354351.0,230317.0,83419333.0
2025-09-02,1206159.0,201373.0,1004786.0,84424119.0
2025-09-03,1109431.0,270113.0,839318.0,85263437.0
2025-09-04,307276.0,0.0,307276.0,85570713.0
2025-09-05,447507.0,0.0,447507.0,86018220.0
2025-09-06,769232.0,114573.0,654659.0,86672879.0
2025-09-07,112114.0,213861.0,-101747.0,86571132.0
2025-09-08,613731.0,321233.0,292498.0,86863630.0
2025-09-09,818874.0,321254.0,497620.0,87361250.0
2025-09-10,0.0,0.0,0.0,87361250.0
2025-09-11,38244.0,152596.0,-114352.0,87246898.0
2025-09-12,194749.0,65545.0,129204.0,87376102.0
2025-09-13,523549.0,0.0,523549.0,87899651.0
2025-09-14,1179403.0,0.0,1179403.0,89079054.0
2025-09-15,0.0,0.0,0.0,89079054.0
2025-09-16,490395.0,0.0,490395.0,89569449.0
2025-09-17,1188553.0,121071.0,1067482.0,90636931.0
2025-09-18,603761.0,0.0,603761.0,91240692.0
2025-09-19,66027.0,116073.0,-50046.0,91190646.0
2025-09-20,351852.0,0.0,351852.0,91542498.0
2025-09-21,134824.0,0.0,134824.0,91677322.0
2025-09-22,734529.0,532650.0,201879.0,91879201.0
2025-09-23,81586.0,614232.0,-532646.0,91346555.0
2025-09-24,920609.0,118458.0,802151.0,92148706.0
2025-09-25,188312.0,205664.0,-17352.0,92131354.0
2025-09-26,524386.0,0.0,524386.0,92655740.0
2025-09-27,479492.0,0.0,479492.0,93135232.0
2025-09-28,682128.0,87925.0,594203.0,93729435.0
2025-09-29,0.0,0.0,0.0,93729435.0
2025-09-30,891285.0,0.0,891285.0,94620720.0
2025-10-01,1180419.0,0.0,1180419.0,95801139.0
2025-10-02,1599029.0,38850.0,1560179.0,97361318.0
2025-10-03,42206.0,0.0,42206.0,97403524.0
2025-10-04,1459468.0,228369.0,1231099.0,98634623.0
2025-10-05,718543.0,373073.0,345470.0,98980093.0
2025-10-06,339826.0,63428.0,276398.0,99256491.0
2025-10-07,647673.0,0.0,647673.0,99904164.0
2025-10-08,1232715.0,307294.0,925421.0,100829585.0
2025-10-09,639286.0,0.0,639286.0,101468871.0
2025-10-10,0.0,0.0,0.0,101468871.0
2025-10-11,595300.0,342946.0,252354.0,101721225.0
2025-10-12,556713.0,0.0,556713.0,102277938.0
2025-10-13,0.0,0.0,0.0,102277938.0
2025-10-14,400078.0,0.0,400078.0,102678016.0
2025-10-15,600900.0,0.0,600900.0,103278916.0
2025-10-16,548985.0,0.0,548985.0,103827901.0
2025-10-17,822682.0,208831.0,613851.0,104441752.0
2025-10-18,0.0,0.0,0.0,104441752.0
2025-10-19,1860165.0,185646.0,1674519.0,106116271.0
2025-10-20,737257.0,0.0,737257.0,106853528.0
2025-10-21,295214.0,0.0,295214.0,107148742.0
2025-10-22,404790.0,286163.0,118627.0,107267369.0
2025-10-23,508447.0,315952.0,192495.0,107459864.0
2025-10-24,828421.0,226862.0,601559.0,108061423.0
2025-10-25,487054.0,68913.0,418141.0,108479564.0
2025-10-26,573769.0,310295.0,263474.0,108743038.0
2025-10-27,983601.0,0.0,983601.0,109726639.0
2025-10-28,1073512.0,228629.0,844883.0,110571522.0
2025-10-29,156273.0,134014.0,22259.0,110593781.0
2025-10-30,0.0,0.0,0.0,110593781.0
2025-10-31,1340646.0,231503.0,1109143.0,111702924.0
2025-11-01,1191699.0,0.0,1191699.0,112894623.0
2025-11-02,1088051.0,0.0,1088051.0,113982674.0
2025-11-03,821266.0,379451.0,441815.0,114424489.0
2025-11-04,336176.0,0.0,336176.0,114760665.0
2025-11-05,2176195.0,390804.0,1785391.0,116546056.0
2025-11-06,0.0,0.0,0.0,116546056.0
2025-11-07,730255.0,326003.0,404252.0,116950308.0
2025-11-08,520743.0,0.0,520743.0,117471051.0
2025-11-09,908720.0,0.0,908720.0,118379771.0
2025-11-10,524004.0,0.0,524004.0,118903775.0
2025-11-11,1013351.0,0.0,1013351.0,119917126.0
2025-11-12,0.0,0.0,0.0,119917126.0
2025-11-13,1140005.0,462335.0,677670.0,120594796.0
2025-11-14,94143.0,0.0,94143.0,120688939.0
2025-11-15,891863.0,0.0,891863.0,121580802.0
2025-11-16,497720.0,0.0,497720.0,122078522.0
2025-11-17,1161705.0,0.0,1161705.0,123240227.0
2025-11-18,102477.0,544670.0,-442193.0,122798034.0
2025-11-19,927272.0,0.0,927272.0,123725306.0
2025-11-20,1127440.0,355417.0,772023.0,124497329.0
2025-11-21,251457.0,180482.0,70975.0,124568304.0
2025-11-22,836089.0,0.0,836089.0,125404393.0
2025-11-23,0.0,0.0,0.0,125404393.0
2025-11-24,658177.0,362265.0,295912.0,125700305.0
2025-11-25,1474555.0,34032.0,1440523.0,127140828.0
2025-11-26,1362380.0,345327.0,1017053.0,128157881.0
2025-11-27,0.0,0.0,0.0,128157881.0
2025-11-28,387861.0,0.0,387861.0,128545742.0
2025-11-29,762709.0,126740.0,635969.0,129181711.0
2025-11-30,887735.0,0.0,887735.0,130069446.0
2025-12-01,849735.0,0.0,849735.0,130919181.0
2025-12-02,728967.0,90840.0,638127.0,131557308.0
2025-12-03,880580.0,349261.0,531319.0,132088627.0
2025-12-04,1625283.0,167165.0,1458118.0,133546745.0
2025-12-05,0.0,264285.0,-264285.0,133282460.0
2025-12-06,850225.0,0.0,850225.0,134132685.0
2025-12-07,653056.0,0.0,653056.0,134785741.0
2025-12-08,1624727.0,489603.0,1135124.0,135920865.0
2025-12-09,847363.0,0.0,847363.0,136768228.0
2025-12-10,1511434.0,360276.0,1151158.0,137919386.0
2025-12-11,366797.0,0.0,366797.0,138286183.0
2025-12-12,681366.0,43191.0,638175.0,138924358.0
2025-12-13,530972.0,0.0,530972.0,139455330.0
2025-12-14,1016283.0,517022.0,499261.0,139954591.0
2025-12-15,444195.0,106966.0,337229.0,140291820.0
2025-12-16,1107322.0,0.0,1107322.0,141399142.0
2025-12-17,509122.0,180520.0,328602.0,141727744.0
2025-12-18,739285.0,0.0,739285.0,142467029.0
2025-12-19,1755642.0,0.0,1755642.0,144222671.0
2025-12-20,377266.0,0.0,377266.0,144599937.0
2025-12-21,155587.0,498415.0,-342828.0,144257109.0
2025-12-22,0.0,0.0,0.0,144257109.0
2025-12-23,199104.0,0.0,199104.0,144456213.0
2025-12-24,795043.0,0.0,795043.0,145251256.0
2025-12-25,1064156.0,0.0,1064156.0,146315412.0
2025-12-26,384786.0,342339.0,42447.0,146357859.0
2025-12-27,0.0,0.0,0.0,146357859.0
2025-12-28,67051.0,0.0,67051.0,146424910.0
2025-12-29,1099671.0,326238.0,773433.0,147198343.0
2025-12-30,1044291.0,70278.0,974013.0,148172356.0
2025-12-31,482965.0,66891.0,416074.0,148588430.0
2026-01-01,1263477.0,0.0,1263477.0,149851907.0
2026-01-02,0.0,0.0,0.0,149851907.0
2026-01-03,1028123.0,19440.0,1008683.0,150860590.0
2026-01-04,0.0,307530.0,-307530.0,150553060.0
2026-01-05,77357.0,230553.0,-153196.0,150399864.0
2026-01-06,0.0,0.0,0.0,150399864.0
2026-01-07,0.0,533826.0,-533826.0,149866038.0
2026-01-08,258573.0,0.0,258573.0,150124611.0
2026-01-09,170565.0,0.0,170565.0,150295176.0
2026-01-10,575972.0,0.0,575972.0,150871148.0
2026-01-11,806081.0,257861.0,548220.0,151419368.0
2026-01-12,848388.0,550112.0,298276.0,151717644.0
2026-01-13,1011772.0,238493.0,773279.0,152490923.0
2026-01-14,932740.0,882546.0,50194.0,152541117.0
2026-01-15,896673.0,75158.0,821515.0,153362632.0
2026-01-16,1124927.0,0.0,1124927.0,154487559.0
2026-01-17,682351.0,213734.0,468617.0,154956176.0
2026-01-18,2007965.0,0.0,2007965.0,156964141.0
2026-01-19,272629.0,303802.0,-31173.0,156932968.0
2026-01-20,808218.0,694276.0,113942.0,157046910.0
2026-01-21,0.0,0.0,0.0,157046910.0
2026-01-22,763631.0,215729.0,547902.0,157594812.0
2026-01-23,657222.0,529921.0,127301.0,157722113.0
2026-01-24,821079.0,0.0,821079.0,158543192.0
2026-01-25,962114.0,381392.0,580722.0,159123914.0
2026-01-26,714292.0,443574.0,270718.0,159394632.0
2026-01-27,757837.0,0.0,757837.0,160152469.0
2026-01-28,883660.0,351099.0,532561.0,160685030.0
2026-01-29,454886.0,348146.0,106740.0,160791770.0
2026-01-30,646028.0,282627.0,363401.0,161155171.0
2026-01-31,509619.0,0.0,509619.0,161664790.0
2026-02-01,462303.0,354500.0,107803.0,161772593.0
2026-02-02,0.0,0.0,0.0,161772593.0
2026-02-03,0.0,321375.0,-321375.0,161451218.0
2026-02-04,0.0,0.0,0.0,161451218.0
2026-02-05,0.0,0.0,0.0,161451218.0
2026-02-06,0.0,252696.0,-252696.0,161198522.0
2026-02-07,0.0,393700.0,-393700.0,160804822.0
2026-02-08,323204.0,256202.0,67002.0,160871824.0
2026-02-09,0.0,0.0,0.0,160871824.0
2026-02-10,0.0,65527.0,-65527.0,160806297.0
