invoice_id,customer_id,payment_delay_days,baseline_prediction,ml_prediction,baseline_error,ml_error
AR0469,C046,3,3.5,2.9072165184144265,0.5,0.09278348158557348
AR0158,C050,-2,-0.2857142857142857,0.04719073825936393,1.7142857142857144,2.047190738259364
AR0045,C004,2,3.3,3.1962414159955457,1.2999999999999998,1.1962414159955457
AR0070,C040,-2,-0.2941176470588235,0.5520554023537139,1.7058823529411766,2.552055402353714
AR0572,C039,25,16.625,16.51682613080616,8.375,8.483173869193841
AR0413,C049,3,3.642857142857143,2.8204926015420426,0.6428571428571428,0.17950739845795738
AR0487,C047,9,12.473684210526317,11.309768569559804,3.473684210526317,2.309768569559804
AR0023,C009,30,14.956521739130435,11.737929305264384,15.043478260869565,18.262070694735616
AR0348,C047,12,12.3,10.890423648620903,0.3000000000000007,1.109576351379097
AR0171,C028,9,10.88888888888889,9.868836022779504,1.8888888888888893,0.8688360227795044
AR0217,C017,5,12.333333333333334,14.91294443286018,7.333333333333334,9.91294443286018
AR0242,C019,30,13.466666666666669,11.937084047994471,16.53333333333333,18.06291595200553
AR0191,C020,13,11.23076923076923,9.402961045732575,1.76923076923077,3.5970389542674255
AR0334,C006,2,4.307692307692308,4.035823215734401,2.3076923076923084,2.0358232157344007
AR0268,C025,10,12.333333333333334,11.413380048895409,2.333333333333334,1.4133800488954087
AR0290,C017,24,11.285714285714286,15.279383183705239,12.714285714285714,8.720616816294761
AR0389,C034,8,11.4,10.21160128947642,3.4000000000000004,2.2116012894764197
AR0648,C004,5,3.1818181818181817,3.1465772002138577,1.8181818181818183,1.8534227997861423
AR0061,C014,4,4.0,4.3756757592858895,0.0,0.3756757592858895
AR0642,C026,3,3.125,3.227192416522981,0.125,0.22719241652298106
AR0161,C031,8,18.384615384615383,16.43842151334314,10.384615384615383,8.43842151334314
AR0510,C005,5,3.090909090909091,2.539051592060761,1.9090909090909092,2.460948407939239
AR0441,C009,28,15.583333333333334,12.963366077176357,12.416666666666666,15.036633922823643
AR0666,C030,0,0.4444444444444444,0.0794792243104625,0.4444444444444444,0.0794792243104625
AR0312,C044,2,0.25,0.8719475265660979,1.75,1.1280524734339021
AR0317,C007,1,0.5,0.9420773760864364,0.5,0.05792262391356362
AR0453,C024,11,11.11111111111111,10.491633710913945,0.11111111111111072,0.5083662890860552
AR0291,C019,5,14.5,11.037727340932914,9.5,6.037727340932914
AR0147,C043,5,3.9375,3.5941733801994635,1.0625,1.4058266198005365
AR0693,C041,15,11.076923076923077,10.047445484595215,3.9230769230769234,4.952554515404785
AR0388,C044,1,0.3846153846153846,1.1612902728409948,0.6153846153846154,0.16129027284099484
AR0097,C026,4,3.111111111111111,3.545666563424163,0.8888888888888888,0.4543334365758369
AR0302,C017,3,12.875,16.35534913681903,9.875,13.35534913681903
AR0580,C040,-2,-0.3888888888888889,0.3676639278418907,1.6111111111111112,2.3676639278418907
AR0623,C007,-1,0.5555555555555556,0.7997964241370958,1.5555555555555556,1.7997964241370958
AR0285,C037,6,12.846153846153848,13.71044913795993,6.8461538461538485,7.71044913795993
AR0075,C014,4,4.0,4.239496568058089,0.0,0.2394965680580894
AR0331,C007,2,0.4,0.7039649649435776,1.6,1.2960350350564225
AR0593,C020,8,11.357142857142858,9.586509187377207,3.3571428571428577,1.5865091873772066
AR0403,C030,-2,0.4210526315789473,-0.28864989917580686,2.4210526315789473,1.7113501008241931
AR0197,C049,3,3.6,2.7332906472407643,0.6000000000000001,0.2667093527592357
AR0325,C043,5,4.0,3.492352259245694,1.0,1.5076477407543059
AR0618,C036,-1,0.3076923076923077,-0.09671538154831116,1.3076923076923077,0.9032846184516888
AR0122,C013,5,4.181818181818182,4.06656672235318,0.8181818181818183,0.9334332776468202
AR0168,C007,0,0.5454545454545454,0.6703653332653827,0.5454545454545454,0.6703653332653827
AR0162,C030,0,0.3,-0.6137900698433163,0.3,0.6137900698433163
AR0356,C007,2,0.5,0.6065736842305156,1.5,1.3934263157694844
AR0610,C045,0,-0.0555555555555555,-0.07718899141054536,0.0555555555555555,0.07718899141054536
AR0080,C036,2,0.2142857142857142,0.22320068071799404,1.7857142857142858,1.776799319282006
AR0103,C003,8,11.538461538461538,9.981647620902319,3.5384615384615383,1.9816476209023186
AR0400,C026,5,3.2,3.0485453565326193,1.7999999999999998,1.9514546434673807
AR0351,C032,1,0.0909090909090909,0.8908465549254023,0.9090909090909091,0.10915344507459768
AR0529,C011,-1,0.4,0.5202537016950055,1.4,1.5202537016950055
